0.00,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.00,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.00,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.00,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.00,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.00,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.00,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.00,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.00,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.00,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.00,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.00,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.00,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.00,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.00,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.00,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.00,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.00,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.00,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.00,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.00,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.01,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.01,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.01,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.01,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.01,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.01,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.01,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.01,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.01,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.01,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.01,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.01,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.01,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.01,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.01,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.01,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.01,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.01,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.01,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.01,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.01,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.01,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.01,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.01,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.01,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.01,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.01,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.01,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.01,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.01,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.01,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.01,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.01,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.01,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.01,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.01,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.01,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.01,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.01,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.01,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.01,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.02,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.02,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.02,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.02,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.02,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.02,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.02,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.02,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.02,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.02,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.02,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.02,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.02,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.02,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.02,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.02,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.02,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.02,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.02,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.02,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.02,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.02,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.02,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.02,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.02,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.02,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.02,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.02,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.02,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.02,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.02,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.02,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.02,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.02,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.02,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.02,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.02,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.02,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.02,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.02,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.02,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.03,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.03,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.03,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.03,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.03,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.03,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
0.03,338.77,198.22,0.00,6.26,0.31,0.00,0.00,25.97
