0.00,338.75,222.57,0.00,2.06,0.05,0.00,0.00,40.92
0.00,338.75,222.57,0.00,2.06,0.05,0.00,0.00,40.92
0.00,338.75,222.57,0.00,2.06,0.05,0.00,0.00,40.92
0.00,338.75,222.57,0.00,2.06,0.05,0.00,0.00,40.92
0.00,338.75,222.57,0.00,2.06,0.05,0.00,0.00,40.92
0.00,338.75,222.57,0.00,2.06,0.05,0.00,0.00,40.92
0.00,338.75,222.57,0.00,2.06,0.05,0.00,0.00,40.92
0.00,338.75,222.57,0.00,2.06,0.05,0.00,0.00,40.92
0.00,338.75,222.57,0.00,2.06,0.05,0.00,0.00,40.92
0.00,338.75,222.57,0.00,2.06,0.05,0.00,0.00,40.92
0.00,338.75,222.57,0.00,2.06,0.05,0.00,0.00,40.92
0.00,338.75,222.57,0.00,2.06,0.05,0.00,0.00,40.92
0.00,338.75,222.57,0.00,2.06,0.05,0.00,0.00,40.92
0.00,338.75,222.57,0.00,2.06,0.05,0.00,0.00,40.92
0.00,338.75,222.57,0.00,2.06,0.05,0.00,0.00,40.92
0.00,338.75,222.57,0.00,2.06,0.05,0.00,0.00,40.92
0.00,338.75,222.57,0.00,2.06,0.05,0.00,0.00,40.92
0.00,338.75,222.57,0.00,2.06,0.05,0.00,0.00,40.92
0.01,338.75,222.57,0.00,2.06,0.05,0.00,0.00,40.92
0.01,338.75,222.57,0.00,2.06,0.05,0.00,0.00,40.92
0.01,338.75,222.57,0.00,2.06,0.05,0.00,0.00,40.92
0.01,338.75,222.57,0.00,2.06,0.05,0.00,0.00,40.92
0.01,338.75,222.57,0.00,2.06,0.05,0.00,0.00,40.92
0.01,338.75,222.57,0.00,2.06,0.05,0.00,0.00,40.92
0.01,338.75,222.57,0.00,2.06,0.05,0.00,0.00,40.92
0.01,338.75,222.57,0.00,2.06,0.05,0.00,0.00,40.92
0.01,338.75,222.57,0.00,2.06,0.05,0.00,0.00,40.92
0.01,338.75,222.57,0.00,2.06,0.05,0.00,0.00,40.92
0.01,338.75,222.57,0.00,2.06,0.05,0.00,0.00,40.92
0.01,338.75,222.57,0.00,2.06,0.05,0.00,0.00,40.92
0.01,338.75,222.57,0.00,2.06,0.05,0.00,0.00,40.92
0.01,338.75,222.57,0.00,2.06,0.05,0.00,0.00,40.92
0.01,338.75,222.57,0.00,2.06,0.05,0.00,0.00,40.92
0.01,338.75,222.57,0.00,2.06,0.05,0.00,0.00,40.92
0.01,338.75,222.57,0.00,2.06,0.05,0.00,0.00,40.92
0.01,338.75,222.57,0.00,2.06,0.05,0.00,0.00,40.92
0.01,338.75,222.57,0.00,2.06,0.05,0.00,0.00,40.92
0.01,338.75,222.57,0.00,2.06,0.05,0.00,0.00,40.92
0.01,338.75,222.57,0.00,2.06,0.05,0.00,0.00,40.92
0.01,338.75,222.57,0.00,2.06,0.05,0.00,0.00,40.92
0.01,338.75,222.57,0.00,2.06,0.05,0.00,0.00,40.92
0.01,338.75,222.57,0.00,2.06,0.05,0.00,0.00,40.92
0.01,338.75,222.57,0.00,2.06,0.05,0.00,0.00,40.92
0.01,338.75,222.57,0.00,2.06,0.05,0.00,0.00,40.92
0.01,338.75,222.57,0.00,2.06,0.05,0.00,0.00,40.92
0.01,338.75,222.57,0.00,2.06,0.05,0.00,0.00,40.92
0.01,338.75,222.57,0.00,2.06,0.05,0.00,0.00,40.92
0.01,338.75,222.57,0.00,2.06,0.05,0.00,0.00,40.92
0.01,338.75,222.57,0.00,2.06,0.05,0.00,0.00,40.92
