F#,Smean,Ssd,Fmean,Fsd,Pvalue
F1,4.5600000000000005,0.9464201556978334,5.607272727272727,3.676087841467042,0.9158512216863952
F2,4.5600000000000005,0.9464201556978334,3.4916666666666667,0.6474682629404716,0.0029969537295714867
F3,4.5600000000000005,0.9464201556978334,7.596363636363637,2.9450510105167034,0.004332900030744769
F4,4.5600000000000005,0.9464201556978334,5.536,2.5542957281150254,0.6499016865452631
